,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality
4468,6.3,0.25,0.27,6.6,0.054,40,158,0.99378,3.2,0.48,10.3,Normal
4469,6.2,0.21,0.24,1.2,0.051,31,95,0.99036,3.24,0.57,11.3,Normal
4470,6.4,0.23,0.27,2.1,0.042,35,100,0.99094,3.03,0.63,10.9,Normal
4471,4.7,0.145,0.29,1,0.042,35,90,0.9908,3.76,0.49,11.3,Normal
4472,6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1,Normal
4473,7,0.28,0.28,1.4,0.039,12,83,0.99173,3.18,0.65,11.1,Normal
4474,7.1,0.36,0.2,1.6,0.271,24,140,0.99356,3.11,0.63,9.8,Normal
4475,5.7,0.25,0.22,9.8,0.049,50,125,0.99571,3.2,0.45,10.1,Normal
4476,5.7,0.22,0.33,1.9,0.036,37,110,0.98945,3.26,0.58,12.4,Normal
4477,6,0.2,0.38,1.3,0.034,37,104,0.98865,3.11,0.52,12.7,Normal
4478,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,Normal
4479,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,Normal
4480,6,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,Normal
4481,5.9,0.22,0.45,22.6,0.12,55,122,0.99636,3.1,0.35,12.8,Normal
4482,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,Normal
4483,6.2,0.3,0.33,3.5,0.037,37,155,0.98987,3.18,0.37,12.4,Normal
4484,5.8,0.28,0.18,1.2,0.058,7,108,0.99288,3.23,0.58,9.55,Low
4485,5.8,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,Normal
4486,6.7,0.31,0.33,2,0.033,12,74,0.99064,3.29,0.65,12.5,Normal
4487,6.4,0.15,0.25,7.8,0.05,13,68,0.99394,3.16,0.4,9.9,Normal
4488,6.4,0.13,0.28,0.9,0.045,32,87,0.99175,3.47,0.52,11.2,Normal
4489,6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,Normal
4490,6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,Normal
4491,5.8,0.3,0.33,3.5,0.033,25,116,0.99057,3.2,0.44,11.7,Normal
4492,6.1,0.28,0.23,4.2,0.038,13,95,0.98898,2.97,0.7,13.1,Normal
4493,6,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12,Normal
4494,6.8,0.31,0.25,10.5,0.043,30,165,0.9972,3.36,0.55,10.55,Normal
4495,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,Normal
4496,6.8,0.23,0.39,16.1,0.053,71,194,0.9988,3.18,0.64,10.2,Normal
4497,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,Normal
4498,6.3,0.29,0.3,8.1,0.212,60,150,0.9958,3.1,0.4,9.3,Normal
4499,6.8,0.2,0.25,6.2,0.052,22,106,0.9935,3.09,0.54,10.8,Normal
4500,5.2,0.38,0.26,7.7,0.053,20,103,0.9925,3.27,0.45,12.2,Normal
4501,7.8,0.27,0.33,2.4,0.053,36,175,0.992,3.2,0.55,11,Normal
4502,6.6,0.54,0.21,16.3,0.055,41,182,0.9986,3.35,0.54,10.4,Normal
4503,7.1,0.25,0.31,2.3,0.05,32,156,0.9914,3.14,0.51,11.4,Normal
4504,5.8,0.61,0.01,8.4,0.041,31,104,0.9909,3.26,0.72,14.05,High
4505,6.5,0.32,0.23,8.5,0.051,20,138,0.9943,3.03,0.42,10.7,Normal
4506,6.4,0.28,0.23,6,0.051,50,162,0.994,3.15,0.52,10.2,Normal
4507,6.6,0.19,0.28,1.1,0.044,38,100,0.9904,3.22,0.69,11.2,Normal
4508,5.1,0.305,0.13,1.75,0.036,17,73,0.99,3.4,0.51,12.33333333,Normal
4509,5.8,0.26,0.3,2.6,0.034,75,129,0.9902,3.2,0.38,11.5,Low
4510,6.7,0.23,0.17,1.3,0.061,14,100,0.9925,3.07,0.55,9.5,Normal
4511,6.8,0.33,0.3,2.1,0.047,35,147,0.9886,3.24,0.56,13.4,Normal
4512,6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,Normal
4513,6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,Normal
4514,6.8,0.4,0.29,2.8,0.044,27,97,0.9904,3.12,0.42,11.2,Normal
4515,6.1,0.4,0.18,9,0.051,28.5,259,0.9964,3.19,0.5,8.8,Normal
4516,7.1,0.28,0.26,2.8,0.039,50,118,0.9908,3.06,0.59,11.2,Normal
4517,6.2,0.32,0.32,2.2,0.036,15,70,0.9899,3.16,0.48,12.7,Normal
4518,6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,Normal
4519,9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,Normal
4520,5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,Normal
4521,5.8,0.31,0.31,7.5,0.052,55,230,0.9949,3.19,0.46,9.8,Normal
4522,6.3,0.36,0.2,2,0.048,48,191,0.9929,3.17,0.51,9.6,Normal
4523,9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,Normal
4524,6.7,0.18,0.25,14.3,0.048,79,149,0.9975,3.12,0.37,9.7,Normal
4525,6.6,0.16,0.25,9.8,0.049,59.5,137,0.995,3.16,0.38,10,Normal
4526,5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,Normal
4527,5.8,0.27,0.22,12.7,0.058,42,206,0.9946,3.32,0.38,12.3,Normal
4528,6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,Normal
4529,6.4,0.37,0.19,3.5,0.068,18,101,0.9934,3.03,0.38,9,Normal
4530,7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,Normal
4531,7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,Normal
4532,7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,Normal
4533,5.8,0.12,0.21,1.3,0.056,35,121,0.9908,3.32,0.33,11.4,Normal
4534,6.1,0.25,0.18,10.5,0.049,41,124,0.9963,3.14,0.35,10.5,Normal
4535,6.4,0.24,0.27,1.5,0.04,35,105,0.98914,3.13,0.3,12.4,Normal
4536,7.3,0.26,0.53,12.7,0.047,60.5,156,0.9984,3.06,0.45,9.1,Normal
4537,7.3,0.28,0.54,12.9,0.049,62,152,0.9984,3.06,0.45,9.1,Normal
4538,8.3,0.18,0.37,1.2,0.049,6,94,0.9937,3.18,0.52,10.1,Normal
4539,7.1,0.09,0.3,6.2,0.032,24,134,0.993,2.99,0.39,10.9,Normal
4540,8.3,0.14,0.36,8.8,0.026,13,60,0.9956,3.13,0.35,11.05,Normal
4541,5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,Normal
4542,6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,Normal
4543,6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,Normal
4544,6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,Normal
4545,5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,Normal
4546,6.3,0.25,0.53,1.8,0.021,41,101,0.989315,3.19,0.31,13,Normal
4547,6.5,0.2,0.31,2.1,0.033,32,95,0.989435,2.96,0.61,12,Normal
4548,5.9,0.29,0.32,1.4,0.022,17,47,0.9899,3.35,0.35,11.5,Normal
4549,6.4,0.46,0.22,14.7,0.047,51,183,0.998275,3.39,0.6,10.5,Normal
4550,6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,Normal
4551,6.8,0.23,0.33,1.9,0.047,20,101,0.9914,3.1,0.46,11.1,Normal
4552,7,0.23,0.32,1.8,0.048,25,113,0.9915,3.11,0.47,11.1,Normal
4553,6.4,0.55,0.26,9.6,0.027,20,104,0.9924,3.22,0.73,13.1,Normal
4554,5.7,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,Normal
4555,6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,Normal
4556,6.8,0.45,0.3,11.8,0.094,23,97,0.997,3.09,0.44,9.6,Normal
4557,6.1,0.2,0.4,1.9,0.028,32,138,0.9914,3.26,0.72,11.7,Normal
4558,6.1,0.37,0.46,12,0.042,61,210,0.997,3.17,0.59,9.7,Normal
4559,5.9,0.21,0.23,7.9,0.033,22,130,0.9944,3.38,0.59,10.9,Normal
4560,6.9,0.22,0.32,9.3,0.04,22,110,0.9958,3.34,0.54,10.7,High
4561,5.4,0.27,0.22,4.6,0.022,29,107,0.98889,3.33,0.54,13.8,Normal
4562,6,0.26,0.26,2.2,0.035,10,72,0.989465,3.11,0.48,12.15,Normal
4563,5.6,0.18,0.3,10.2,0.028,28,131,0.9954,3.49,0.42,10.8,High
4564,5.6,0.26,0.27,10.6,0.03,27,119,0.9947,3.4,0.34,10.7,High
4565,7,0.23,0.35,1.4,0.036,31,113,0.9912,3.16,0.48,10.8,High
4566,5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,Normal
4567,8.6,0.36,0.26,11.1,0.03,43.5,171,0.9948,3.03,0.49,12,Normal
4568,5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,Normal
4569,6.4,0.3,0.27,4.4,0.055,17,135,0.9925,3.23,0.44,12.2,Normal
4570,6.2,0.2,0.32,2.8,0.05,17,126,0.9936,3.18,0.55,9.4,Normal
4571,5.8,0.29,0.15,1.1,0.029,12,83,0.9898,3.3,0.4,11.4,Normal
4572,5.7,0.22,0.28,1.3,0.027,26,101,0.98948,3.35,0.38,12.5,High
4573,5.6,0.22,0.32,1.2,0.024,29,97,0.98823,3.2,0.46,13.05,High
4574,6.8,0.32,0.23,3.3,0.026,31,99,0.9896,3.1,0.4,12.4,Normal
4575,6.2,0.2,0.26,9.7,0.03,39,102,0.9908,3.08,0.56,12.9,High
4576,6.1,0.35,0.24,2.3,0.034,25,133,0.9906,3.34,0.59,12,High
4577,5.9,0.3,0.29,1.1,0.036,23,56,0.9904,3.19,0.38,11.3,Normal
4578,6.3,0.15,0.34,11.4,0.05,25,96,0.99754,3.21,0.49,10,Normal
4579,4.8,0.13,0.32,1.2,0.042,40,98,0.9898,3.42,0.64,11.8,High
4580,6,0.2,0.26,14.7,0.045,53,125,0.998365,2.99,0.69,9.4,Normal
4581,5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,Normal
4582,6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1,Normal
4583,6.3,0.37,0.51,6.3,0.048,35,146,0.9943,3.1,1.01,10.5,Normal
4584,6.4,0.23,0.37,7.9,0.05,60,150,0.99488,2.86,0.49,9.3,Normal
4585,5.9,0.34,0.25,2,0.042,12,110,0.99034,3.02,0.54,11.4,Normal
4586,5,0.33,0.23,11.8,0.03,23,158,0.99322,3.41,0.64,11.8,Normal
4587,5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,Normal
4588,8,0.33,0.35,10,0.035,22,108,0.99457,3.12,0.36,11.6,Normal
4589,6.4,0.3,0.33,5.2,0.05,30,137,0.99304,3.26,0.58,11.1,Normal
4590,5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,Normal
4591,6.4,0.33,0.3,7.2,0.041,42,168,0.99331,3.22,0.49,11.1,Normal
4592,7,0.33,0.78,9.9,0.042,21,251,0.99435,3.01,0.55,11,Normal
4593,6.7,0.45,0.3,5.3,0.036,27,165,0.99122,3.12,0.46,12.2,Normal
4594,6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,Normal
4595,5.8,0.42,0.3,2.2,0.035,26,129,0.989,3.32,0.47,12.9,Normal
4596,7.1,0.39,0.3,9.9,0.037,29,124,0.99414,3.07,0.42,10.9,Normal
4597,6.7,0.53,0.29,4.3,0.069,20,114,0.99014,3.22,0.59,13.4,Normal
4598,6.7,0.66,0,13,0.033,32,75,0.99551,3.15,0.5,10.7,Normal
4599,6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,Normal
4600,6.5,0.16,0.33,1,0.027,23,75,0.9908,3.3,0.39,11.4,High
4601,8.3,0.22,0.34,1.1,0.043,20,116,0.9927,3,0.47,10.2,Normal
4602,6.9,0.23,0.35,6.9,0.03,45,116,0.99244,2.8,0.54,11,Normal
4603,6.4,0.17,0.34,13.4,0.044,45,139,0.99752,3.06,0.43,9.1,Normal
4604,5,0.33,0.18,4.6,0.032,40,124,0.99114,3.18,0.4,11,Normal
4605,6.8,0.38,0.29,9.9,0.037,40,146,0.99326,3.11,0.37,11.5,Normal
4606,6.5,0.29,0.32,3,0.036,38,93,0.9906,3.16,0.59,12,Normal
4607,6.9,0.29,0.32,5.8,0.04,16,112,0.993,3.04,0.58,11.2,Normal
4608,6.6,0.28,0.3,12.9,0.033,31,177,0.99479,3.12,0.39,11.2,Normal
4609,6.2,0.36,0.27,3.2,0.032,13,73,0.98942,2.9,0.69,12.6,High
4610,6,0.615,0.04,0.8,0.032,8,50,0.99036,3.14,0.4,11,Low
4611,5.9,0.44,0.36,2.5,0.03,12,73,0.99201,3.22,0.48,10.8,Normal
4612,5.9,0.42,0.36,2.4,0.034,19,77,0.99184,3.25,0.48,10.9,Normal
4613,5.8,0.34,0.21,7.2,0.041,48,146,0.99441,3.16,0.49,9.8,Normal
4614,5.8,0.27,0.2,7.3,0.04,42,145,0.99442,3.15,0.48,9.8,Normal
4615,7.1,0.33,0.18,6.3,0.094,27,166,0.99474,2.9,0.49,9.5,Normal
4616,6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.26666667,High
4617,7.3,0.28,0.37,1.2,0.039,26,99,0.99198,3.01,0.62,10.8,Normal
4618,5.2,0.5,0.18,2,0.036,23,129,0.98949,3.36,0.77,13.4,High
4619,6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.3,High
4620,6.4,0.62,0.12,4.7,0.06,33,196,0.99556,3.22,0.48,8.9,Normal
4621,6.4,0.38,0.19,4.5,0.038,36,119,0.99151,3.07,0.42,11.2,Normal
4622,7.5,0.305,0.38,1.4,0.047,30,95,0.99158,3.22,0.52,11.5,High
4623,6.5,0.5,0.22,4.1,0.036,35,131,0.9902,3.26,0.55,13,High
4624,6.6,0.4,0.3,5.3,0.038,20,125,0.99204,3.36,0.73,12.6,Normal
4625,6.4,0.4,0.25,4.2,0.032,15,91,0.98988,3.26,0.52,13.1,Normal
4626,8.3,0.49,0.23,6.65,0.034,6,158,0.99344,3.05,0.48,11.2,Normal
4627,6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7,Normal
4628,6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9,Normal
4629,6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9,Normal
4630,5.6,0.24,0.34,2,0.041,14,73,0.98981,3.04,0.45,11.6,High
4631,5.7,0.25,0.32,12.2,0.041,43,127,0.99524,3.23,0.53,10.4,High
4632,6.6,0.21,0.39,2.3,0.041,31,102,0.99221,3.22,0.58,10.9,High
4633,6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7,Normal
4634,6.2,0.28,0.41,5,0.043,50,188,0.99318,3.23,0.64,10.8,Normal
4635,5.8,0.29,0.38,10.7,0.038,49,136,0.99366,3.11,0.59,11.2,Normal
4636,5.8,0.345,0.15,10.8,0.033,26,120,0.99494,3.25,0.49,10,Normal
4637,6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.56666667,Normal
4638,6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.73333333,Normal
4639,6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.6,Normal
4640,6.9,0.54,0.26,12.7,0.049,59,195,0.99596,3.26,0.54,10.5,Normal
4641,6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.75,Normal
4642,6.6,0.26,0.36,1.2,0.035,43,126,0.99094,3.01,0.63,11.4,Normal
4643,5.7,0.24,0.3,1.3,0.03,25,98,0.98968,3.37,0.43,12.4,High
4644,6.5,0.21,0.35,5.7,0.043,47,197,0.99392,3.24,0.5,10.1,Normal
4645,6.8,0.29,0.22,3.4,0.035,40,122,0.99024,3.09,0.47,12.3,Normal
4646,5,0.24,0.34,1.1,0.034,49,158,0.98774,3.32,0.32,13.1,High
4647,5.9,0.18,0.28,1,0.037,24,88,0.99094,3.29,0.55,10.65,High
4648,5.8,0.26,0.29,1,0.042,35,101,0.99044,3.36,0.48,11.4,High
4649,6.7,0.61,0.21,1.65,0.117,40,240,0.9938,3.11,0.57,9.3,Normal
4650,5.7,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,Normal
4651,5.6,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,Normal
4652,5.7,0.39,0.25,4.9,0.033,49,113,0.98966,3.26,0.58,13.1,High
4653,6.1,0.38,0.47,1.4,0.051,59,210,0.99309,3.24,0.5,9.6,Normal
4654,6.3,0.36,0.28,2.5,0.035,18,73,0.98868,3.1,0.47,12.8,High
4655,6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.96666667,High
4656,6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.96666667,High
4657,6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.96666667,High
4658,6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,11,High
4659,7.1,0.43,0.25,2.8,0.036,43,132,0.98975,3.21,0.47,13.4,Normal
4660,6.6,0.25,0.25,1.3,0.04,28,85,0.98984,2.87,0.48,11.2,Normal
4661,6.6,0.33,0.41,2,0.027,14,79,0.99063,3.27,0.63,12.4,Normal
4662,8,0.23,0.41,1.1,0.048,35,150,0.99168,3.09,0.47,11.2,Normal
4663,7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,Normal
4664,6,0.17,0.33,6,0.036,30,111,0.99362,3.32,0.58,10.13333333,High
4665,6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.13333333,High
4666,7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,Normal
4667,6.4,0.31,0.53,8.8,0.057,36,221,0.99642,3.17,0.44,9.1,Normal
4668,6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.15,High
4669,6,0.17,0.33,6,0.036,30,111,0.99362,3.32,0.58,10.15,High
4670,5.9,0.44,0.33,1.2,0.049,12,117,0.99134,3.46,0.44,11.5,Normal
4671,6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,Normal
4672,4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.46666667,Normal
4673,4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.46666667,Normal
4674,6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,High
4675,5.8,0.35,0.29,3.2,0.034,41,151,0.9912,3.35,0.58,11.63333333,High
4676,5.7,0.21,0.37,4.5,0.04,58,140,0.99332,3.29,0.62,10.6,Normal
4677,6.5,0.25,0.32,9.9,0.045,41,128,0.99636,3.18,0.52,9.6,Normal
4678,6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,High
4679,6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,Normal
4680,4.7,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.5,Normal
4681,6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,Low
4682,5.6,0.27,0.37,0.9,0.025,11,49,0.98845,3.29,0.33,13.1,Normal
4683,6.8,0.32,0.33,0.7,0.027,15,66,0.9899,3.11,0.31,11.8,Normal
4684,6.5,0.33,0.32,1,0.041,39,120,0.99004,3.06,0.37,12.2,Normal
4685,6,0.24,0.34,1,0.036,52,184,0.99097,3.44,0.44,11.45,Normal
4686,7.2,0.26,0.32,10.4,0.062,23,114,0.9966,3.23,0.49,10.5,Normal
4687,6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,Low
4688,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,Normal
4689,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,Normal
4690,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,Normal
4691,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,Normal
4692,6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,High
4693,6,0.36,0.32,1.1,0.053,26,173,0.99414,3.38,0.54,8.8,Normal
4694,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,Normal
4695,6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,High
4696,6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,High
4697,6.1,0.15,0.4,1.2,0.03,19,84,0.98926,3.19,0.96,13,Normal
4698,6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,High
4699,7,0.27,0.74,1.3,0.173,34,121,0.99334,3.04,0.46,9.2,Normal
4700,6.8,0.3,0.33,12.8,0.041,60,168,0.99659,3.1,0.56,9.8,Normal
4701,6.8,0.3,0.33,12.8,0.041,60,168,0.99659,3.1,0.56,9.8,Normal
4702,6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,Normal
4703,6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,Normal
4704,5.9,0.12,0.28,1.4,0.037,36,83,0.99074,3.33,0.42,10.9,High
4705,6.3,0.36,0.5,8.3,0.053,51,202,0.9955,3.2,0.51,9.6,Normal
4706,5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,Normal
4707,6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8,High
4708,5.6,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,Normal
4709,7.2,0.33,0.28,1.4,0.034,26,109,0.99246,3.28,0.57,10.6,Normal
4710,5.9,0.21,0.31,1.8,0.033,45,142,0.98984,3.35,0.5,12.7,Normal
4711,5.4,0.33,0.31,4,0.03,27,108,0.99031,3.3,0.43,12.2,High
4712,5.4,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,Normal
4713,5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,Normal
4714,6.4,0.28,0.28,3,0.04,19,98,0.99216,3.25,0.47,11.1,Normal
4715,6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8,High
4716,6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,Normal
4717,5.5,0.315,0.38,2.6,0.033,10,69,0.9909,3.12,0.59,10.8,Normal
4718,4.8,0.225,0.38,1.2,0.074,47,130,0.99132,3.31,0.4,10.3,Normal
4719,5.2,0.24,0.15,7.1,0.043,32,134,0.99378,3.24,0.48,9.9,Normal
4720,6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,Normal
4721,6.6,0.27,0.32,1.3,0.044,18,93,0.99044,3.11,0.56,12.25,Normal
4722,6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,Normal
4723,6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,Normal
4724,6.4,0.42,0.46,8.4,0.05,58,180,0.99495,3.18,0.46,9.7,Normal
4725,6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,Normal
4726,6.9,0.31,0.33,12.7,0.038,33,116,0.9954,3.04,0.65,10.4,Normal
4727,6.3,0.48,0.48,1.8,0.035,35,96,0.99121,3.49,0.74,12.2,Normal
4728,6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,Normal
4729,7.2,0.21,0.31,10.5,0.035,36,122,0.99478,3.12,0.4,10.6,Normal
4730,6.8,0.32,0.43,1.6,0.05,4,65,0.99346,3.27,0.47,10.7,Normal
4731,7.9,0.3,0.6,1.85,0.048,13,106,0.99331,3.24,0.49,11.85,Normal
4732,5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7,Normal
4733,5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7,Normal
4734,5.2,0.185,0.22,1,0.03,47,123,0.99218,3.55,0.44,10.15,Normal
4735,5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.63333333,Normal
4736,6,0.17,0.36,1.7,0.042,14,61,0.99144,3.22,0.54,10.8,Normal
4737,6,0.16,0.36,1.6,0.042,13,61,0.99143,3.22,0.54,10.8,Normal
4738,6.1,0.24,0.32,9,0.031,41,134,0.99234,3.25,0.26,12.3,High
4739,5.5,0.3,0.25,1.9,0.029,33,118,0.98972,3.36,0.66,12.5,Normal
4740,5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.65,Normal
4741,6,0.32,0.46,1.5,0.05,56,189,0.99308,3.24,0.49,9.6,Normal
4742,6.1,0.27,0.31,3.9,0.034,42,137,0.99218,3.24,0.46,10.9,Normal
4743,6,0.27,0.32,3.6,0.035,36,133,0.99215,3.23,0.46,10.8,Normal
4744,6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2,Normal
4745,5,0.24,0.19,5,0.043,17,101,0.99438,3.67,0.57,10,Normal
4746,6.1,0.26,0.25,2.9,0.047,289,440,0.99314,3.44,0.64,10.5,Low
4747,6.3,0.23,0.5,10.4,0.043,61,132,0.99542,2.86,0.46,9.1,Normal
4748,5.6,0.26,0.5,11.4,0.029,25,93,0.99428,3.23,0.49,10.5,Normal
4749,6.1,0.34,0.24,18.35,0.05,33,184,0.99943,3.12,0.61,9.3,Normal
4750,6.2,0.35,0.25,18.4,0.051,28,182,0.99946,3.13,0.62,9.3,Normal
4751,6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2,Normal
4752,7.3,0.36,0.62,7.1,0.033,48,185,0.99472,3.14,0.62,10.6,Normal
4753,5.1,0.25,0.36,1.3,0.035,40,78,0.9891,3.23,0.64,12.1,High
4754,5.5,0.16,0.26,1.5,0.032,35,100,0.99076,3.43,0.77,12,Normal
4755,6.4,0.19,0.35,10.2,0.043,40,106,0.99632,3.16,0.5,9.7,Normal
4756,6.6,0.29,0.73,2.2,0.027,21,92,0.99,3.12,0.48,12.4,Normal
4757,6,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6,High
4758,6,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6,High
4759,6.5,0.2,0.35,3.9,0.04,27,140,0.99102,2.98,0.53,11.8,Normal
4760,6.6,0.17,0.26,7.4,0.052,45,128,0.99388,3.16,0.37,10,Normal
4761,6.6,0.17,0.26,7.4,0.052,45,128,0.99388,3.16,0.37,10,Normal
4762,6.2,0.15,0.27,11,0.035,46,116,0.99602,3.12,0.38,9.1,Normal
4763,5.9,0.48,0.3,1.5,0.037,19,78,0.99057,3.47,0.42,11.9,High
